game_id,Source,DistanceToStation,TimeMeasure,Temperature,DewPoint,Humidity,Precipitation,WindSpeed,WindDirection,Pressure,EstimatedCondition
2000090303,Meteostat,7.83,9/3/2000 11:00,62.06,59.18,90,NA,4.72,350,29.9966,NA
2000090303,Meteostat,7.83,9/3/2000 12:00,64.04,60.08,87,0,11.62,0,29.9847,Clear
2000090303,Meteostat,7.83,9/3/2000 13:00,64.94,59.9,84,0,10.31,20,29.9966,Clear
2000090303,Meteostat,7.83,9/3/2000 14:00,66.02,60.98,84,0,4.72,10,30.0025,Clear
2000090303,Meteostat,7.83,9/3/2000 15:00,69.98,62.06,76,0,9.2,20,29.9966,Clear
2000090303,Meteostat,7.83,9/3/2000 16:00,73.04,63.14,71,0,10.31,10,29.9906,Clear
2000090303,Meteostat,7.83,9/3/2000 17:00,73.04,61.88,68,0,11.62,10,29.9995,Clear
2000090304,Meteostat,27.15,9/3/2000 11:00,87.98,78.26,73,0,6.96,0,29.846,Clear
2000090304,Meteostat,27.15,9/3/2000 12:00,89.96,77,66,0,5.84,30,29.846,Clear
2000090304,Meteostat,27.15,9/3/2000 13:00,93.02,77,60,0,4.72,50,29.8371,Clear
2000090304,Meteostat,27.15,9/3/2000 14:00,93.92,71.78,49,0,5.84,NA,29.8164,Clear
2000090304,Meteostat,27.15,9/3/2000 15:00,93.92,78.98,62,0,10.31,80,29.8076,Clear
2000090304,Meteostat,27.15,9/3/2000 16:00,95,75.74,54,0,6.96,90,29.7928,Clear
2000090304,Meteostat,27.15,9/3/2000 17:00,95,74.12,51,0,8.08,170,29.778,Clear
2000090305,Meteostat,17.58,9/3/2000 11:00,87.08,66.2,50,NA,3.36,90,29.8725,NA
2000090305,Meteostat,17.58,9/3/2000 12:00,84.92,69.08,59,0,6.96,160,29.8578,Clear
2000090305,Meteostat,17.58,9/3/2000 13:00,86,69.98,59,0,8.08,190,29.8725,Clear
2000090305,Meteostat,17.58,9/3/2000 14:00,89.96,68.18,49,0,8.08,160,29.8489,Clear
2000090305,Meteostat,17.58,9/3/2000 15:00,91.04,68,47,0,8.08,210,29.8371,Clear
2000090305,Meteostat,17.58,9/3/2000 16:00,96.08,67.82,40,0,9.2,220,29.8194,Clear
2000090306,Meteostat,6.65,9/3/2000 12:00,78.98,71.24,77,0,5.84,70,29.9523,Clear
2000090306,Meteostat,6.65,9/3/2000 13:00,80.06,71.78,76,0,11.62,20,29.967,Clear
2000090306,Meteostat,6.65,9/3/2000 14:00,78.98,69.98,74,0,4.72,350,29.9434,Clear
2000090306,Meteostat,6.65,9/3/2000 15:00,80.96,71.06,72,0,8.08,340,29.9375,Clear
2000090306,Meteostat,6.65,9/3/2000 16:00,82.04,70.88,69,0,6.96,340,29.908,Clear
2000090306,Meteostat,6.65,9/3/2000 17:00,82.94,70.88,67,0,9.2,160,29.8519,Clear
2000090306,Meteostat,6.65,9/3/2000 18:00,82.94,70.88,67,0,6.96,250,29.8607,Clear
2000090307,Meteostat,2.3,9/3/2000 15:00,78.08,66.2,67,0,5.84,310,29.8902,Clear
2000090307,Meteostat,2.3,9/3/2000 16:00,78.08,66.2,67,0,6.96,320,29.8962,Clear
2000090307,Meteostat,2.3,9/3/2000 17:00,69.98,64.94,84,0,18.33,20,29.9404,Clear
2000090307,Meteostat,2.3,9/3/2000 18:00,69.08,64.04,84,NA,14.98,50,29.9493,NA
2000090307,Meteostat,2.3,9/3/2000 19:00,68,62.96,84,0,12.74,40,29.9729,Clear
2000090307,Meteostat,2.3,9/3/2000 20:00,66.02,60.08,81,0,14.98,50,30.0054,Clear
2000090308,Meteostat,5.1,9/3/2000 15:00,109.04,59.18,20,0,5.84,NA,29.8046,Clear
2000090308,Meteostat,5.1,9/3/2000 16:00,107.96,53.78,17,0,5.84,NA,29.7898,Clear
2000090308,Meteostat,5.1,9/3/2000 17:00,107.96,55.4,18,0,8.08,150,29.7751,Clear
2000090308,Meteostat,5.1,9/3/2000 18:00,107.96,53.78,17,0,6.96,100,29.7662,Clear
2000090308,Meteostat,5.1,9/3/2000 19:00,105.98,53.78,18,0,6.96,110,29.7662,Clear
2000090308,Meteostat,5.1,9/3/2000 20:00,98.96,54.68,23,0,5.84,140,29.7751,Clear
2000090309,Meteostat,4.85,9/3/2000 13:00,66.92,53.06,61,0,12.74,270,30.0556,Clear
2000090309,Meteostat,4.85,9/3/2000 14:00,68,53.06,59,0,14.98,260,30.0497,Clear
2000090309,Meteostat,4.85,9/3/2000 15:00,68,51.26,55,0,17.21,270,30.0379,Clear
2000090309,Meteostat,4.85,9/3/2000 16:00,68,53.06,59,0,17.21,290,30.0349,Clear
2000090309,Meteostat,4.85,9/3/2000 17:00,66.92,53.96,63,0,18.33,280,30.029,Clear
2000090309,Meteostat,4.85,9/3/2000 18:00,64.94,54.86,70,0,21.93,280,30.0349,Clear
2000090310,Meteostat,11.68,9/3/2000 12:00,78.98,71.24,77,0,4.72,NA,29.8932,Clear
2000090310,Meteostat,11.68,9/3/2000 13:00,80.96,71.96,74,0,8.08,90,29.8755,Clear
2000090310,Meteostat,11.68,9/3/2000 14:00,73.04,69.98,90,0.142,12.74,260,29.8696,Moderate Rain
2000090310,Meteostat,11.68,9/3/2000 15:00,78.08,73.94,87,0.28,3.36,NA,29.846,Moderate Rain
2000090310,Meteostat,11.68,9/3/2000 16:00,82.04,72.86,74,0,5.84,240,29.8282,Clear
2000090310,Meteostat,11.68,9/3/2000 17:00,73.04,71.24,94,0.209,3.36,100,29.8371,Moderate Rain
2000090310,Meteostat,11.68,9/3/2000 18:00,73.04,71.24,94,0.039,3.36,150,29.843,Light Rain
2000090311,Meteostat,8.08,9/3/2000 16:00,89.06,74.84,63,0,11.62,110,29.8696,Clear
2000090311,Meteostat,8.08,9/3/2000 17:00,87.98,73.76,63,0,9.2,100,29.8666,Clear
2000090311,Meteostat,8.08,9/3/2000 18:00,87.98,73.76,63,0,12.74,100,29.8578,Clear
2000090311,Meteostat,8.08,9/3/2000 19:00,84.92,74.12,70,0,9.2,100,29.846,Clear
2000090311,Meteostat,8.08,9/3/2000 20:00,84.02,74.84,74,0,9.2,120,29.8666,Clear
2000090312,Meteostat,14.17,9/3/2000 12:00,66.92,63.86,90,0,6.96,100,29.9345,Clear
2000090312,Meteostat,14.17,9/3/2000 13:00,66.92,63.86,90,0,10.31,100,29.9286,Clear
2000090312,Meteostat,14.17,9/3/2000 14:00,66.92,63.86,90,0,9.2,100,29.9523,Clear
2000090312,Meteostat,14.17,9/3/2000 15:00,66.92,63.86,90,0,11.62,100,29.9286,Clear
2000090312,Meteostat,14.17,9/3/2000 16:00,66.02,63.86,93,0,11.62,110,29.9139,Clear
2000090312,Meteostat,14.17,9/3/2000 17:00,66.02,63.86,93,0,9.2,100,29.905,Clear
2000090312,Meteostat,14.17,9/3/2000 18:00,66.02,63.86,93,0,10.31,110,29.9021,Clear
2000090313,Meteostat,7.02,9/3/2000 20:00,73.94,63.86,71,0,4.72,190,29.8371,Clear
2000090313,Meteostat,7.02,9/3/2000 21:00,71.96,66.2,82,0,6.96,210,29.84,Clear
2000090313,Meteostat,7.02,9/3/2000 22:00,71.06,66.02,84,0,6.96,240,29.8519,Clear
2000090313,Meteostat,7.02,9/3/2000 23:00,71.06,66.02,84,0,3.36,220,29.8489,Clear
2000090313,Meteostat,7.02,9/4/2000 0:00,69.98,66.92,90,0,5.84,200,29.8578,Clear
2000090313,Meteostat,7.02,9/4/2000 1:00,71.06,66.92,87,0,4.72,240,29.8489,Clear
2000090400,Meteostat,7.27,9/4/2000 19:00,78.08,63.14,60,0,14.98,40,30.0586,Clear
2000090400,Meteostat,7.27,9/4/2000 20:00,75.02,60.26,60,0,14.98,40,30.0822,Clear
2000090400,Meteostat,7.27,9/4/2000 21:00,71.96,60.8,68,0,13.86,40,30.1088,Clear
2000090400,Meteostat,7.27,9/4/2000 22:00,69.98,59,68,0,12.74,50,30.1265,Clear
2000090400,Meteostat,7.27,9/4/2000 23:00,68,57.92,70,0,17.21,50,30.1383,Clear
2000090400,Meteostat,7.27,9/5/2000 0:00,65.48,58.46,78,0,12.74,40,30.1472,Clear
2000090400,Meteostat,7.27,9/5/2000 1:00,64.04,58.46,82,0,11.62,40,30.1501,Clear
2000091000,Meteostat,12.8,9/10/2000 14:00,87.08,30.2,13,0,14.98,180,29.7131,Clear
2000091000,Meteostat,12.8,9/10/2000 15:00,87.98,32.9,14,0,11.62,130,29.6865,Clear
2000091000,Meteostat,12.8,9/10/2000 16:00,87.98,32.9,14,0,3.36,200,29.6806,Clear
2000091000,Meteostat,12.8,9/10/2000 17:00,87.98,30.92,13,0,3.36,NA,29.6481,Clear
2000091000,Meteostat,12.8,9/10/2000 18:00,86,31.28,14,0,11.62,140,29.657,Clear
2000091000,Meteostat,12.8,9/10/2000 19:00,78.08,37.22,23,0,5.84,140,29.6953,Clear
2000091001,Meteostat,4.23,9/10/2000 13:00,68,55.76,65,0,8.08,0,29.9316,Clear
2000091001,Meteostat,4.23,9/10/2000 14:00,69.08,55.04,61,0,11.62,320,29.9198,Clear
2000091001,Meteostat,4.23,9/10/2000 15:00,68,54.14,61,0,17.21,280,29.9021,Clear
2000091001,Meteostat,4.23,9/10/2000 16:00,66.02,53.96,65,0,16.09,290,29.8873,Clear
2000091001,Meteostat,4.23,9/10/2000 17:00,66.02,53.96,65,0,16.09,280,29.8784,Clear
2000091001,Meteostat,4.23,9/10/2000 18:00,62.96,53.78,72,0,19.7,280,29.8784,Clear
2000091002,Meteostat,1.24,9/10/2000 12:00,89.06,73.94,61,0,11.62,120,29.9966,Clear
2000091002,Meteostat,1.24,9/10/2000 13:00,87.98,71.78,59,0,9.2,70,29.9906,Clear
2000091002,Meteostat,1.24,9/10/2000 14:00,91.94,71.78,52,0,4.72,NA,29.9788,Clear
2000091002,Meteostat,1.24,9/10/2000 15:00,91.04,69.8,50,0,6.96,130,29.9552,Clear
2000091002,Meteostat,1.24,9/10/2000 16:00,89.06,70.88,55,0,13.86,60,29.9464,Clear
2000091002,Meteostat,1.24,9/10/2000 17:00,82.94,73.76,74,NA,9.2,50,29.9464,NA
2000091002,Meteostat,1.24,9/10/2000 18:00,80.96,73.76,79,0,10.31,30,29.9582,Clear
2000091003,Meteostat,3.29,9/10/2000 12:00,73.94,71.06,91,0.031,5.84,170,30.1029,Light Rain
2000091003,Meteostat,3.29,9/10/2000 13:00,75.02,71.96,90,NA,5.84,190,30.091,NA
2000091003,Meteostat,3.29,9/10/2000 14:00,75.92,73.04,91,0.012,4.72,200,30.0792,Light Rain
2000091003,Meteostat,3.29,9/10/2000 15:00,78.98,73.04,82,0,8.08,210,30.0497,Clear
2000091003,Meteostat,3.29,9/10/2000 16:00,78.98,73.04,82,0,6.96,200,30.0408,Clear
2000091003,Meteostat,3.29,9/10/2000 17:00,78.98,73.04,82,0,6.96,190,30.0261,Clear
2000091003,Meteostat,3.29,9/10/2000 18:00,78.98,71.96,79,0,5.84,200,30.0172,Clear
2000091004,Meteostat,7.02,9/10/2000 12:00,80.06,66.74,64,0,6.96,210,30.0822,Clear
2000091004,Meteostat,7.02,9/10/2000 13:00,80.96,66.2,61,0,9.2,220,30.0586,Clear
2000091004,Meteostat,7.02,9/10/2000 14:00,80.96,66.74,62,0,5.84,210,30.0349,Clear
2000091004,Meteostat,7.02,9/10/2000 15:00,80.96,66.74,62,0,9.2,250,30.0143,Clear
2000091004,Meteostat,7.02,9/10/2000 16:00,82.04,68.18,63,0,9.2,210,29.9995,Clear
2000091004,Meteostat,7.02,9/10/2000 17:00,82.04,68.18,63,0,5.84,230,29.9936,Clear
2000091004,Meteostat,7.02,9/10/2000 18:00,80.06,68.18,67,0,5.84,250,29.9877,Clear
2000091005,Meteostat,0.31,9/10/2000 12:00,80.06,69.8,71,0,5.84,110,30.1619,Clear
2000091005,Meteostat,0.31,9/10/2000 13:00,82.04,64.76,56,0,5.84,90,30.1531,Clear
2000091005,Meteostat,0.31,9/10/2000 14:00,82.94,66.2,57,0,5.84,120,30.1413,Clear
2000091005,Meteostat,0.31,9/10/2000 15:00,84.02,64.04,51,0,8.08,130,30.1294,Clear
2000091005,Meteostat,0.31,9/10/2000 16:00,82.94,64.04,53,0,8.08,100,30.1117,Clear
2000091005,Meteostat,0.31,9/10/2000 17:00,82.94,64.04,53,0,6.96,130,30.0999,Clear
2000091005,Meteostat,0.31,9/10/2000 18:00,82.94,66.2,57,0,4.72,170,30.094,Clear
2000091006,Meteostat,3.73,9/10/2000 11:00,80.06,68.18,67,0,12.74,170,30.091,Clear
2000091006,Meteostat,3.73,9/10/2000 12:00,82.04,66.74,60,0,12.74,190,30.0822,Clear
2000091006,Meteostat,3.73,9/10/2000 13:00,84.92,66.92,55,0,6.96,NA,30.0615,Clear
2000091006,Meteostat,3.73,9/10/2000 14:00,84.92,65.84,53,0,9.2,170,30.029,Clear
2000091006,Meteostat,3.73,9/10/2000 15:00,87.08,64.94,48,0,9.2,210,30.0113,Clear
2000091006,Meteostat,3.73,9/10/2000 16:00,87.98,65.3,47,0,5.84,160,29.9906,Clear
2000091006,Meteostat,3.73,9/10/2000 17:00,87.08,63.86,46,0,4.72,NA,29.9877,Clear
2000091007,Meteostat,7.83,9/10/2000 11:00,68,45.86,45,0,5.84,90,29.8725,Clear
2000091007,Meteostat,7.83,9/10/2000 12:00,69.98,45.14,41,0,0,NA,29.8666,Clear
2000091007,Meteostat,7.83,9/10/2000 13:00,71.96,42.8,35,0,4.72,120,29.84,Clear
2000091007,Meteostat,7.83,9/10/2000 14:00,73.94,45.32,36,0,4.72,NA,29.8223,Clear
2000091007,Meteostat,7.83,9/10/2000 15:00,77,48.02,36,0,0,NA,29.8046,Clear
2000091007,Meteostat,7.83,9/10/2000 16:00,77,45.68,33,0,0,NA,29.781,Clear
2000091007,Meteostat,7.83,9/10/2000 17:00,78.08,44.06,30,0,3.36,NA,29.7603,Clear
2000091008,Meteostat,3.17,9/10/2000 13:00,71.96,57.74,61,0,11.62,280,29.9139,Clear
2000091008,Meteostat,3.17,9/10/2000 14:00,73.04,60.08,64,0,11.62,280,29.9168,Clear
2000091008,Meteostat,3.17,9/10/2000 15:00,73.04,60.98,66,0,6.96,260,29.9109,Clear
2000091008,Meteostat,3.17,9/10/2000 16:00,73.04,60.98,66,0,9.2,280,29.8991,Clear
2000091008,Meteostat,3.17,9/10/2000 17:00,73.04,60.98,66,0,8.08,270,29.8873,Clear
2000091008,Meteostat,3.17,9/10/2000 18:00,71.96,62.06,71,0,8.08,280,29.8814,Clear
2000091009,Meteostat,2.67,9/10/2000 12:00,78.98,71.24,77,0,3.36,70,30.159,Clear
2000091009,Meteostat,2.67,9/10/2000 13:00,82.04,70.88,69,0,0,NA,30.1501,Clear
2000091009,Meteostat,2.67,9/10/2000 14:00,84.92,69.08,59,0,3.36,90,30.1413,Clear
2000091009,Meteostat,2.67,9/10/2000 15:00,86,69.08,57,0,8.08,110,30.1265,Clear
2000091009,Meteostat,2.67,9/10/2000 16:00,84.02,70.16,63,0,9.2,120,30.1088,Clear
2000091009,Meteostat,2.67,9/10/2000 17:00,82.94,68.18,61,0,11.62,120,30.097,Clear
2000091010,Meteostat,2.55,9/10/2000 11:00,71.06,69.8,96,0.331,10.31,190,30.0497,Heavy Rain
2000091010,Meteostat,2.55,9/10/2000 12:00,71.06,69.8,96,0.461,3.36,220,30.0379,Heavy Rain
2000091010,Meteostat,2.55,9/10/2000 13:00,71.06,69.8,96,0.291,8.08,180,30.0113,Moderate Rain
2000091010,Meteostat,2.55,9/10/2000 14:00,71.06,69.8,96,0.098,6.96,220,30.0261,Moderate Rain
2000091010,Meteostat,2.55,9/10/2000 15:00,73.94,69.8,87,NA,5.84,190,29.9995,NA
2000091010,Meteostat,2.55,9/10/2000 16:00,75.02,69.08,82,0,11.62,190,29.97,Clear
2000091010,Meteostat,2.55,9/10/2000 17:00,73.04,69.98,90,0.02,6.96,210,29.9877,Light Rain
2000091011,Meteostat,8.57,9/10/2000 13:00,55.94,55.94,100,0.012,6.96,20,29.905,Light Rain
2000091011,Meteostat,8.57,9/10/2000 14:00,55.94,55.04,97,0.02,8.08,40,29.9227,Light Rain
2000091011,Meteostat,8.57,9/10/2000 15:00,57.92,55.04,90,0,6.96,20,29.9375,Clear
2000091011,Meteostat,8.57,9/10/2000 16:00,57.92,55.04,90,0,3.36,10,29.9493,Clear
2000091011,Meteostat,8.57,9/10/2000 17:00,59,56.12,90,0,9.2,40,29.9552,Clear
2000091011,Meteostat,8.57,9/10/2000 18:00,59,55.22,87,0,6.96,70,29.9611,Clear
2000091012,Meteostat,12.8,9/10/2000 16:00,75.2,69.62,83,0,14.98,200,29.9286,Clear
2000091012,Meteostat,12.8,9/10/2000 17:00,68,62.6,83,0,11.62,240,29.9493,Clear
2000091012,Meteostat,12.8,9/10/2000 18:00,68,66.2,94,0.098,11.62,220,29.9404,Moderate Rain
2000091012,Meteostat,12.8,9/10/2000 19:00,66.2,64.4,94,0.299,9.2,190,29.9523,Moderate Rain
2000091012,Meteostat,12.8,9/10/2000 20:00,66.2,64.4,94,0.201,4.72,240,29.9523,Moderate Rain
2000091012,Meteostat,12.8,9/10/2000 21:00,66.2,64.4,94,0,4.72,230,29.9611,Clear
2000091013,Meteostat,4.23,9/10/2000 17:00,100.04,60.08,27,0,9.2,270,29.7751,Clear
2000091013,Meteostat,4.23,9/10/2000 18:00,98.06,62.24,31,0,8.08,310,29.7721,Clear
2000091013,Meteostat,4.23,9/10/2000 19:00,96.08,62.42,33,0,13.86,160,29.7839,Clear
2000091013,Meteostat,4.23,9/10/2000 20:00,93.02,61.34,35,0,11.62,130,29.8046,Clear
2000091013,Meteostat,4.23,9/10/2000 21:00,89.06,62.96,42,0,4.72,150,29.8282,Clear
2000091013,Meteostat,4.23,9/10/2000 22:00,89.96,62.42,40,0,0,NA,29.8341,Clear
2000091100,Meteostat,3.79,9/11/2000 20:00,71.06,66.02,84,0,6.96,170,30.097,Clear
2000091100,Meteostat,3.79,9/11/2000 21:00,71.06,66.92,87,0,9.2,150,30.0999,Clear
2000091100,Meteostat,3.79,9/11/2000 22:00,71.06,66.92,87,0,8.08,190,30.097,Clear
2000091100,Meteostat,3.79,9/11/2000 23:00,69.98,66.92,90,0,5.84,180,30.097,Clear
2000091100,Meteostat,3.79,9/12/2000 0:00,71.06,66.92,87,0,4.72,180,30.0999,Clear
2000091100,Meteostat,3.79,9/12/2000 1:00,69.98,66.92,90,0,3.36,160,30.0822,Clear
2000091100,Meteostat,3.79,9/12/2000 2:00,71.06,66.92,87,0,5.84,200,30.0704,Clear
2000091700,Meteostat,25.85,9/17/2000 12:00,62.96,48.92,60,0,4.72,NA,30.2121,Clear
2000091700,Meteostat,25.85,9/17/2000 13:00,66.92,50.18,55,0,3.36,NA,30.1944,Clear
2000091700,Meteostat,25.85,9/17/2000 14:00,68,48.74,50,0,5.84,40,30.1826,Clear
2000091700,Meteostat,25.85,9/17/2000 15:00,69.08,48.02,47,0,0,NA,30.1649,Clear
2000091700,Meteostat,25.85,9/17/2000 16:00,69.98,50,49,0,3.36,NA,30.1383,Clear
2000091700,Meteostat,25.85,9/17/2000 17:00,69.08,50.18,51,0,4.72,NA,30.1235,Clear
2000091700,Meteostat,25.85,9/17/2000 18:00,68,51.26,55,0,5.84,350,30.1176,Clear
2000091701,Meteostat,3.79,9/17/2000 12:00,64.04,46.04,52,0,8.08,260,30.0468,Clear
2000091701,Meteostat,3.79,9/17/2000 13:00,66.92,47.12,49,0,8.08,280,30.0202,Clear
2000091701,Meteostat,3.79,9/17/2000 14:00,66.92,47.12,49,0,6.96,230,29.9936,Clear
2000091701,Meteostat,3.79,9/17/2000 15:00,68,48.74,50,0,8.08,260,29.9759,Clear
2000091701,Meteostat,3.79,9/17/2000 16:00,68,48.2,49,0,11.62,290,29.9552,Clear
2000091701,Meteostat,3.79,9/17/2000 17:00,68,48.2,49,0,8.08,300,29.9493,Clear
2000091701,Meteostat,3.79,9/17/2000 18:00,68,46.94,47,0,11.62,270,29.9523,Clear
2000091702,Meteostat,8.45,9/17/2000 12:00,73.4,66.2,78,0.012,13.86,150,30.0143,Light Rain
2000091702,Meteostat,8.45,9/17/2000 13:00,71.6,66.2,83,0.051,0,NA,29.9995,Light Rain
2000091702,Meteostat,8.45,9/17/2000 14:00,73.4,66.2,78,0.098,11.62,60,29.9818,Moderate Rain
2000091702,Meteostat,8.45,9/17/2000 15:00,73.4,66.2,78,0.071,12.74,50,29.9464,Light Rain
2000091702,Meteostat,8.45,9/17/2000 16:00,73.4,66.2,78,0.039,11.62,60,29.9464,Light Rain
2000091702,Meteostat,8.45,9/17/2000 17:00,71.6,66.2,83,0.051,8.08,80,29.9345,Light Rain
2000091702,Meteostat,8.45,9/17/2000 18:00,69.8,68,94,0.272,6.96,90,29.9523,Moderate Rain
2000091703,Meteostat,4.85,9/17/2000 13:00,80.06,60.26,51,0,8.08,280,29.8873,Clear
2000091703,Meteostat,4.85,9/17/2000 14:00,82.94,61.88,49,0,12.74,280,29.8637,Clear
2000091703,Meteostat,4.85,9/17/2000 15:00,89.06,62.24,41,0,12.74,280,29.846,Clear
2000091703,Meteostat,4.85,9/17/2000 16:00,89.96,60.98,38,0,10.31,270,29.8253,Clear
2000091703,Meteostat,4.85,9/17/2000 17:00,87.98,62.06,42,0,12.74,290,29.8105,Clear
2000091703,Meteostat,4.85,9/17/2000 18:00,86,60.26,42,0,12.74,290,29.8046,Clear
2000091704,Meteostat,14.17,9/17/2000 16:00,69.98,48.2,46,0,17.21,240,29.8755,Clear
2000091704,Meteostat,14.17,9/17/2000 17:00,69.08,49.1,49,0,16.09,240,29.8755,Clear
2000091704,Meteostat,14.17,9/17/2000 18:00,66.92,51.26,57,0,19.7,230,29.8843,Clear
2000091704,Meteostat,14.17,9/17/2000 19:00,64.94,51.98,63,0,16.09,230,29.9021,Clear
2000091704,Meteostat,14.17,9/17/2000 20:00,64.04,52.88,67,0,12.74,220,29.9168,Clear
2000091704,Meteostat,14.17,9/17/2000 21:00,62.96,51.08,65,0,12.74,210,29.9375,Clear
2000091705,Meteostat,8.57,9/17/2000 13:00,62.96,57.02,81,0,6.96,180,30.2328,Clear
2000091705,Meteostat,8.57,9/17/2000 14:00,66.92,57.2,71,0,4.72,260,30.2239,Clear
2000091705,Meteostat,8.57,9/17/2000 15:00,69.98,55.94,61,0,6.96,270,30.2003,Clear
2000091705,Meteostat,8.57,9/17/2000 16:00,71.06,57.02,61,0,6.96,290,30.1915,Clear
2000091705,Meteostat,8.57,9/17/2000 17:00,71.96,55.94,57,0,0,NA,30.1826,Clear
2000091705,Meteostat,8.57,9/17/2000 18:00,71.06,57.02,61,0,4.72,280,30.1855,Clear
2000091706,Meteostat,5.41,9/17/2000 15:00,78.8,51.8,39,0,8.08,290,29.9729,Clear
2000091706,Meteostat,5.41,9/17/2000 16:00,78.8,51.8,39,0,11.43,310,29.9641,Clear
2000091706,Meteostat,5.41,9/17/2000 17:00,80.6,49.64,34,0,10.31,320,29.9523,Clear
2000091706,Meteostat,5.41,9/17/2000 18:00,78.8,50.36,37,0,9.2,300,29.9582,Clear
2000091706,Meteostat,5.41,9/17/2000 19:00,73.4,51.98,47,0,3.36,280,29.967,Clear
2000091706,Meteostat,5.41,9/17/2000 20:00,69.8,51.98,53,0,5.84,270,29.9729,Clear
2000091707,Meteostat,2.3,9/17/2000 11:00,66.92,53.06,61,0,12.74,310,29.97,Clear
2000091707,Meteostat,2.3,9/17/2000 12:00,69.08,51.8,54,0,8.08,0,29.9729,Clear
2000091707,Meteostat,2.3,9/17/2000 13:00,71.06,48.56,45,0,9.2,350,29.97,Clear
2000091707,Meteostat,2.3,9/17/2000 14:00,69.98,43.88,39,0,10.31,330,29.9729,Clear
2000091707,Meteostat,2.3,9/17/2000 15:00,73.04,42.98,34,0,9.2,310,29.967,Clear
2000091707,Meteostat,2.3,9/17/2000 16:00,73.04,45.32,37,0,10.31,320,29.967,Clear
2000091707,Meteostat,2.3,9/17/2000 17:00,69.98,45.86,42,0,8.08,300,29.9611,Clear
2000091708,Meteostat,6.65,9/17/2000 12:00,66.02,48.92,54,0,18.33,230,30.0733,Clear
2000091708,Meteostat,6.65,9/17/2000 13:00,69.08,51.26,53,0,17.21,230,30.0556,Clear
2000091708,Meteostat,6.65,9/17/2000 14:00,71.06,51.98,51,0,16.09,230,30.0261,Clear
2000091708,Meteostat,6.65,9/17/2000 15:00,71.96,51.8,49,0,20.82,230,29.9995,Clear
2000091708,Meteostat,6.65,9/17/2000 16:00,73.04,53.24,50,0,18.33,240,29.9966,Clear
2000091708,Meteostat,6.65,9/17/2000 17:00,73.04,52.16,48,0,16.09,230,29.9788,Clear
2000091708,Meteostat,6.65,9/17/2000 18:00,71.96,52.88,51,0,13.86,240,29.9788,Clear
2000091709,Meteostat,17.58,9/17/2000 16:00,89.06,48.74,25,0,5.84,NA,30.0172,Clear
2000091709,Meteostat,17.58,9/17/2000 17:00,89.06,48.74,25,0,9.2,150,29.9906,Clear
2000091709,Meteostat,17.58,9/17/2000 18:00,87.98,49.82,27,0,8.08,150,29.9788,Clear
2000091709,Meteostat,17.58,9/17/2000 19:00,82.04,50.9,34,0,5.84,150,29.9788,Clear
2000091709,Meteostat,17.58,9/17/2000 20:00,75.92,51.26,42,0,6.96,160,29.9818,Clear
2000091709,Meteostat,17.58,9/17/2000 21:00,73.04,51.08,46,0,8.08,150,29.9936,Clear
