game_id,Season,StadiumName,TimeStartGame,TimeEndGame,TZOffset
2000100108,2000,Nissan Stadium,10/1/2000 12:00,10/1/2000 15:04,-5
2000100109,2000,TIAA Bank Field,10/1/2000 13:00,10/1/2000 16:06,-4
2000100110,2000,The Dome at America's Center,10/1/2000 12:00,10/1/2000 15:08,-5
2000100111,2000,FedExField,10/1/2000 16:15,10/1/2000 19:45,-4
2000100112,2000,Veterans Stadium,10/1/2000 20:20,10/1/2000 23:27,-4
2000100200,2000,Arrowhead Stadium,10/2/2000 20:00,10/2/2000 23:15,-5
2000100800,2000,Hard Rock Stadium,10/8/2000 13:00,10/8/2000 15:55,-4
2000100801,2000,Sun Devil Stadium,10/8/2000 13:15,10/8/2000 16:09,-7
2000100802,2000,Qualcomm Stadium,10/8/2000 13:15,10/8/2000 16:35,-7
2000100803,2000,Pontiac Silverdome,10/8/2000 13:00,10/8/2000 16:23,-4
2000100804,2000,Foxboro Stadium,10/8/2000 13:00,10/8/2000 16:08,-4
2000100805,2000,Soldier Field,10/8/2000 12:00,10/8/2000 15:06,-5
2000100806,2000,Georgia Dome,10/8/2000 16:05,10/8/2000 18:57,-4
2000100807,2000,Candlestick Park,10/8/2000 13:15,10/8/2000 17:05,-7
2000100808,2000,Giants Stadium,10/8/2000 13:00,10/8/2000 15:44,-4
2000100809,2000,Bank of America Stadium,10/8/2000 16:15,10/8/2000 19:26,-4
2000100810,2000,Paul Brown Stadium,10/8/2000 13:00,10/8/2000 16:00,-4
2000100811,2000,Veterans Stadium,10/8/2000 13:00,10/8/2000 16:17,-4
2000100812,2000,TIAA Bank Field,10/8/2000 20:20,10/8/2000 23:47,-4
2000100900,2000,U.S. Bank Stadium,10/9/2000 20:00,10/9/2000 23:07,-5
2000101500,2000,The Dome at America's Center,10/15/2000 12:00,10/15/2000 15:23,-5
2000101501,2000,FedExField,10/15/2000 13:00,10/15/2000 15:59,-4
2000101502,2000,Mercedes-Benz Superdome,10/15/2000 12:00,10/15/2000 15:06,-5
2000101503,2000,Three Rivers Stadium,10/15/2000 13:00,10/15/2000 16:13,-4
2000101504,2000,Mile High Stadium,10/15/2000 14:05,10/15/2000 17:09,-6
2000101505,2000,Giants Stadium,10/15/2000 13:00,10/15/2000 16:12,-4
2000101506,2000,Husky Stadium,10/15/2000 13:05,10/15/2000 16:06,-7
2000101507,2000,Foxboro Stadium,10/15/2000 16:05,10/15/2000 19:05,-4
2000101508,2000,Arrowhead Stadium,10/15/2000 12:00,10/15/2000 15:03,-5
2000101509,2000,Sun Devil Stadium,10/15/2000 13:15,10/15/2000 16:22,-7
2000101510,2000,New Era Field,10/15/2000 13:00,10/15/2000 16:38,-4
2000101511,2000,Lambeau Field,10/15/2000 15:15,10/15/2000 18:24,-5
2000101512,2000,Soldier Field,10/15/2000 19:20,10/15/2000 22:29,-5
2000101600,2000,Nissan Stadium,10/16/2000 20:00,10/16/2000 23:04,-5
2000101900,2000,Raymond James Stadium,10/19/2000 20:20,10/19/2000 23:45,-4
2000102200,2000,Texas Stadium,10/22/2000 12:00,10/22/2000 14:59,-5
2000102201,2000,U.S. Bank Stadium,10/22/2000 12:00,10/22/2000 15:09,-5
2000102202,2000,Veterans Stadium,10/22/2000 13:00,10/22/2000 16:05,-4
2000102203,2000,Three Rivers Stadium,10/22/2000 16:05,10/22/2000 19:03,-4
2000102204,2000,Paul Brown Stadium,10/22/2000 13:00,10/22/2000 16:18,-4
2000102205,2000,RCA Dome,10/22/2000 12:00,10/22/2000 15:05,-5
2000102206,2000,Georgia Dome,10/22/2000 13:00,10/22/2000 15:55,-4
2000102207,2000,Arrowhead Stadium,10/22/2000 12:00,10/22/2000 15:29,-5
2000102208,2000,Bank of America Stadium,10/22/2000 13:00,10/22/2000 16:10,-4
2000102209,2000,Oakland Coliseum,10/22/2000 13:05,10/22/2000 16:06,-7
2000102210,2000,M&T Bank Stadium,10/22/2000 13:00,10/22/2000 16:07,-4
2000102211,2000,TIAA Bank Field,10/22/2000 16:15,10/22/2000 19:19,-4
2000102300,2000,Giants Stadium,10/23/2000 21:00,10/24/2000 1:10,-4
2000102900,2000,Georgia Dome,10/29/2000 13:00,10/29/2000 16:07,-5
2000102901,2000,FirstEnergy Stadium,10/29/2000 13:00,10/29/2000 15:51,-5
2000102902,2000,RCA Dome,10/29/2000 13:00,10/29/2000 16:21,-5
2000102903,2000,Hard Rock Stadium,10/29/2000 13:00,10/29/2000 16:53,-5
2000102904,2000,Texas Stadium,10/29/2000 15:15,10/29/2000 18:13,-6
2000102905,2000,Husky Stadium,10/29/2000 13:15,10/29/2000 16:25,-8
2000102906,2000,Raymond James Stadium,10/29/2000 13:00,10/29/2000 16:00,-5
2000102907,2000,Sun Devil Stadium,10/29/2000 14:05,10/29/2000 17:07,-7
2000102908,2000,New Era Field,10/29/2000 13:00,10/29/2000 16:03,-5
2000102909,2000,Giants Stadium,10/29/2000 16:05,10/29/2000 19:13,-5
2000102910,2000,M&T Bank Stadium,10/29/2000 13:00,10/29/2000 15:47,-5
2000102911,2000,Candlestick Park,10/29/2000 13:05,10/29/2000 16:29,-8
2000102912,2000,Qualcomm Stadium,10/29/2000 17:20,10/29/2000 20:28,-8
2000103000,2000,FedExField,10/30/2000 21:00,10/31/2000 0:10,-5
2000110500,2000,Paul Brown Stadium,11/5/2000 13:00,11/5/2000 15:54,-5
2000110501,2000,Foxboro Stadium,11/5/2000 13:00,11/5/2000 16:20,-5
2000110502,2000,Veterans Stadium,11/5/2000 13:00,11/5/2000 16:26,-5
2000110503,2000,Giants Stadium,11/5/2000 16:15,11/5/2000 19:20,-5
2000110504,2000,Soldier Field,11/5/2000 12:00,11/5/2000 15:06,-6
2000110505,2000,Oakland Coliseum,11/5/2000 13:15,11/5/2000 16:33,-8
2000110506,2000,Pontiac Silverdome,11/5/2000 13:00,11/5/2000 15:48,-5
2000110507,2000,FirstEnergy Stadium,11/5/2000 13:00,11/5/2000 15:53,-5
2000110508,2000,Nissan Stadium,11/5/2000 12:00,11/5/2000 15:06,-6
2000110509,2000,Husky Stadium,11/5/2000 13:15,11/5/2000 16:12,-8
2000110510,2000,Mercedes-Benz Superdome,11/5/2000 12:00,11/5/2000 15:21,-6
2000110511,2000,Georgia Dome,11/5/2000 13:00,11/5/2000 16:09,-5
2000110512,2000,Sun Devil Stadium,11/5/2000 14:05,11/5/2000 17:12,-7
2000110513,2000,The Dome at America's Center,11/5/2000 19:20,11/5/2000 22:25,-6
2000110600,2000,Lambeau Field,11/6/2000 20:00,11/6/2000 23:31,-6
2000111200,2000,U.S. Bank Stadium,11/12/2000 12:00,11/12/2000 14:55,-6
2000111201,2000,Pontiac Silverdome,11/12/2000 13:00,11/12/2000 16:17,-5
2000111202,2000,Nissan Stadium,11/12/2000 12:00,11/12/2000 15:23,-6
2000111203,2000,New Era Field,11/12/2000 13:00,11/12/2000 15:58,-5
2000111204,2000,Texas Stadium,11/12/2000 12:00,11/12/2000 15:12,-6
2000111205,2000,Raymond James Stadium,11/12/2000 16:15,11/12/2000 19:21,-5
2000111206,2000,Candlestick Park,11/12/2000 13:05,11/12/2000 16:02,-8
2000111207,2000,Qualcomm Stadium,11/12/2000 13:05,11/12/2000 16:15,-8
2000111208,2000,FirstEnergy Stadium,11/12/2000 13:00,11/12/2000 15:57,-5
2000111209,2000,Bank of America Stadium,11/12/2000 13:00,11/12/2000 16:00,-5
2000111210,2000,Three Rivers Stadium,11/12/2000 13:00,11/12/2000 16:36,-5
2000111211,2000,Giants Stadium,11/12/2000 16:15,11/12/2000 19:27,-5
2000111212,2000,TIAA Bank Field,11/12/2000 13:00,11/12/2000 15:57,-5
2000111213,2000,RCA Dome,11/12/2000 20:20,11/12/2000 23:14,-5
2000111300,2000,Mile High Stadium,11/13/2000 19:00,11/13/2000 22:19,-7
2000111900,2000,Veterans Stadium,11/19/2000 13:00,11/19/2000 16:15,-5
2000111901,2000,Candlestick Park,11/19/2000 13:15,11/19/2000 16:21,-8
2000111902,2000,Arrowhead Stadium,11/19/2000 12:00,11/19/2000 15:19,-6
2000111903,2000,U.S. Bank Stadium,11/19/2000 12:00,11/19/2000 15:13,-6
2000111904,2000,Foxboro Stadium,11/19/2000 13:00,11/19/2000 16:05,-5
2000111905,2000,Nissan Stadium,11/19/2000 12:00,11/19/2000 14:52,-6
2000111906,2000,M&T Bank Stadium,11/19/2000 16:15,11/19/2000 19:03,-5
2000111907,2000,Giants Stadium,11/19/2000 13:00,11/19/2000 16:11,-5
2000111908,2000,Lambeau Field,11/19/2000 12:00,11/19/2000 15:18,-6
2000111909,2000,Hard Rock Stadium,11/19/2000 16:05,11/19/2000 19:04,-5
2000111910,2000,Mercedes-Benz Superdome,11/19/2000 12:00,11/19/2000 15:15,-6
2000111911,2000,Mile High Stadium,11/19/2000 14:05,11/19/2000 17:39,-7
2000111912,2000,Soldier Field,11/19/2000 12:00,11/19/2000 14:51,-6
2000111913,2000,Three Rivers Stadium,11/19/2000 20:20,11/19/2000 23:31,-5
2000112000,2000,The Dome at America's Center,11/20/2000 20:00,11/20/2000 23:24,-6
2000112300,2000,Texas Stadium,11/23/2000 15:05,11/23/2000 18:05,-6
2000112301,2000,Pontiac Silverdome,11/23/2000 12:30,11/23/2000 15:40,-5
2000112600,2000,Oakland Coliseum,11/26/2000 13:05,11/26/2000 16:18,-8
2000112601,2000,Raymond James Stadium,11/26/2000 13:00,11/26/2000 16:34,-5
2000112602,2000,Giants Stadium,11/26/2000 13:00,11/26/2000 15:54,-5
2000112603,2000,M&T Bank Stadium,11/26/2000 13:00,11/26/2000 15:55,-5
2000112604,2000,Husky Stadium,11/26/2000 13:15,11/26/2000 16:39,-8
2000112605,2000,Qualcomm Stadium,11/26/2000 13:15,11/26/2000 16:29,-8
2000112606,2000,RCA Dome,11/26/2000 13:00,11/26/2000 16:01,-5
2000112607,2000,The Dome at America's Center,11/26/2000 12:00,11/26/2000 15:28,-6
2000112608,2000,FedExField,11/26/2000 13:00,11/26/2000 16:11,-5
2000112609,2000,Paul Brown Stadium,11/26/2000 13:00,11/26/2000 15:55,-5
2000112610,2000,TIAA Bank Field,11/26/2000 16:15,11/26/2000 19:02,-5
2000112611,2000,Sun Devil Stadium,11/26/2000 18:20,11/26/2000 21:24,-7
2000112700,2000,Bank of America Stadium,11/27/2000 21:00,11/28/2000 0:15,-5
2000113000,2000,U.S. Bank Stadium,11/30/2000 19:35,11/30/2000 22:33,-6
2000120300,2000,Paul Brown Stadium,12/3/2000 13:00,12/3/2000 16:09,-5
2000120301,2000,TIAA Bank Field,12/3/2000 16:15,12/3/2000 19:19,-5
2000120302,2000,Raymond James Stadium,12/3/2000 13:00,12/3/2000 15:59,-5
2000120303,2000,Mercedes-Benz Superdome,12/3/2000 12:00,12/3/2000 15:23,-6
2000120304,2000,Giants Stadium,12/3/2000 16:15,12/3/2000 19:24,-5
2000120305,2000,New Era Field,12/3/2000 13:00,12/3/2000 16:01,-5
2000120306,2000,FedExField,12/3/2000 13:00,12/3/2000 16:04,-5
2000120307,2000,Three Rivers Stadium,12/3/2000 13:00,12/3/2000 16:13,-5
2000120308,2000,Bank of America Stadium,12/3/2000 13:00,12/3/2000 15:49,-5
2000120309,2000,Qualcomm Stadium,12/3/2000 13:05,12/3/2000 16:19,-8
2000120310,2000,Georgia Dome,12/3/2000 13:00,12/3/2000 15:47,-5
2000120311,2000,Veterans Stadium,12/3/2000 13:00,12/3/2000 16:07,-5
2000120312,2000,Soldier Field,12/3/2000 19:20,12/3/2000 22:13,-6
2000120400,2000,Foxboro Stadium,12/4/2000 21:00,12/5/2000 0:16,-5
2000121000,2000,TIAA Bank Field,12/10/2000 13:00,12/10/2000 15:50,-5
2000121001,2000,Arrowhead Stadium,12/10/2000 12:00,12/10/2000 14:57,-6
2000121002,2000,Nissan Stadium,12/10/2000 12:00,12/10/2000 14:59,-6
2000121003,2000,Lambeau Field,12/10/2000 12:00,12/10/2000 15:15,-6
2000121004,2000,The Dome at America's Center,12/10/2000 12:00,12/10/2000 15:10,-6
2000121005,2000,Soldier Field,12/10/2000 12:00,12/10/2000 15:06,-6
2000121006,2000,Candlestick Park,12/10/2000 13:15,12/10/2000 16:25,-8
2000121007,2000,FirstEnergy Stadium,12/10/2000 13:00,12/10/2000 15:57,-5
2000121008,2000,Giants Stadium,12/10/2000 13:00,12/10/2000 15:59,-5
2000121009,2000,M&T Bank Stadium,12/10/2000 13:00,12/10/2000 15:53,-5
2000121010,2000,Mile High Stadium,12/10/2000 14:05,12/10/2000 17:09,-7
2000121011,2000,Hard Rock Stadium,12/10/2000 13:00,12/10/2000 16:00,-5
2000121012,2000,Texas Stadium,12/10/2000 15:15,12/10/2000 18:25,-6
2000121013,2000,Oakland Coliseum,12/10/2000 17:20,12/10/2000 20:32,-8
2000121100,2000,RCA Dome,12/11/2000 21:00,12/12/2000 0:22,-5
2000121600,2000,Three Rivers Stadium,12/16/2000 12:30,12/16/2000 15:39,-5
2000121601,2000,Husky Stadium,12/16/2000 13:05,12/16/2000 16:18,-8
2000121700,2000,Mercedes-Benz Superdome,12/17/2000 12:00,12/17/2000 14:54,-6
2000121701,2000,Sun Devil Stadium,12/17/2000 14:15,12/17/2000 17:20,-7
2000121702,2000,Candlestick Park,12/17/2000 13:05,12/17/2000 16:06,-8
2000121703,2000,Arrowhead Stadium,12/17/2000 12:00,12/17/2000 15:03,-6
2000121704,2000,Giants Stadium,12/17/2000 13:00,12/17/2000 15:53,-5
2000121705,2000,U.S. Bank Stadium,12/17/2000 12:00,12/17/2000 15:05,-6
2000121706,2000,Hard Rock Stadium,12/17/2000 16:15,12/17/2000 19:16,-5
2000121707,2000,Paul Brown Stadium,12/17/2000 13:00,12/17/2000 16:05,-5
2000121708,2000,New Era Field,12/17/2000 13:00,12/17/2000 16:44,-5
2000121709,2000,Bank of America Stadium,12/17/2000 13:00,12/17/2000 16:30,-5
2000121710,2000,FirstEnergy Stadium,12/17/2000 13:00,12/17/2000 15:54,-5
2000121711,2000,Texas Stadium,12/17/2000 19:20,12/17/2000 22:42,-6
2000121800,2000,Raymond James Stadium,12/18/2000 21:00,12/19/2000 0:17,-5
2000122300,2000,Giants Stadium,12/23/2000 12:30,12/23/2000 15:31,-5
2000122301,2000,Mile High Stadium,12/23/2000 14:15,12/23/2000 17:30,-7
2000122302,2000,Husky Stadium,12/23/2000 17:20,12/23/2000 20:03,-8
2000122400,2000,FedExField,12/24/2000 13:00,12/24/2000 15:59,-5
2000122401,2000,Oakland Coliseum,12/24/2000 13:15,12/24/2000 16:19,-8
2000122402,2000,Pontiac Silverdome,12/24/2000 13:00,12/24/2000 16:07,-5
2000122403,2000,Veterans Stadium,12/24/2000 13:00,12/24/2000 16:03,-5
2000122404,2000,Georgia Dome,12/24/2000 13:00,12/24/2000 15:45,-5
2000122405,2000,Foxboro Stadium,12/24/2000 13:00,12/24/2000 16:46,-5
2000122406,2000,RCA Dome,12/24/2000 16:15,12/24/2000 19:14,-5
2000122407,2000,M&T Bank Stadium,12/24/2000 13:00,12/24/2000 16:34,-5
2000122408,2000,Qualcomm Stadium,12/24/2000 13:05,12/24/2000 16:15,-8
2000122409,2000,Mercedes-Benz Superdome,12/24/2000 12:00,12/24/2000 15:05,-6
2000122410,2000,Lambeau Field,12/24/2000 12:00,12/24/2000 15:28,-6
2000122500,2000,Nissan Stadium,12/25/2000 20:00,12/25/2000 23:02,-6
2000123000,2000,Mercedes-Benz Superdome,12/30/2000 16:00,12/30/2000 19:16,-6
2000123001,2000,Hard Rock Stadium,12/30/2000 12:30,12/30/2000 15:39,-5
2000123100,2000,Veterans Stadium,12/31/2000 16:15,12/31/2000 19:10,-5
2000123101,2000,M&T Bank Stadium,12/31/2000 12:30,12/31/2000 15:24,-5
2001010600,2000,U.S. Bank Stadium,1/6/2001 12:30,1/6/2001 15:45,-6
2001010601,2000,Oakland Coliseum,1/6/2001 16:00,1/6/2001 19:04,-8
2001010700,2000,Nissan Stadium,1/7/2001 12:30,1/7/2001 15:31,-6
2001010701,2000,Giants Stadium,1/7/2001 16:15,1/7/2001 19:30,-5
2001011400,2000,Oakland Coliseum,1/14/2001 16:00,1/14/2001 19:08,-8
2001011401,2000,Giants Stadium,1/14/2001 12:36,1/14/2001 15:40,-5
2001012800,2000,Raymond James Stadium,1/28/2001 18:15,1/28/2001 21:38,-5
2001090900,2001,Candlestick Park,9/9/2001 13:15,9/9/2001 16:22,-7
2001090901,2001,U.S. Bank Stadium,9/9/2001 12:00,9/9/2001 15:20,-5
2001090902,2001,M&T Bank Stadium,9/9/2001 13:00,9/9/2001 15:56,-4
2001090903,2001,Lambeau Field,9/9/2001 12:00,9/9/2001 14:56,-5
2001090904,2001,Giants Stadium,9/9/2001 13:00,9/9/2001 16:00,-4
2001090905,2001,Paul Brown Stadium,9/9/2001 13:00,9/9/2001 16:05,-4
2001090906,2001,New Era Field,9/9/2001 13:00,9/9/2001 15:53,-4
2001090907,2001,Arrowhead Stadium,9/9/2001 12:00,9/9/2001 15:27,-5
2001090908,2001,TIAA Bank Field,9/9/2001 13:00,9/9/2001 15:54,-4
2001090909,2001,Veterans Stadium,9/9/2001 16:15,9/9/2001 19:40,-4
2001090910,2001,FirstEnergy Stadium,9/9/2001 13:00,9/9/2001 16:03,-4
2001090911,2001,Texas Stadium,9/9/2001 12:00,9/9/2001 14:50,-5
2001090912,2001,Qualcomm Stadium,9/9/2001 13:15,9/9/2001 16:17,-7
2001090913,2001,Nissan Stadium,9/9/2001 19:30,9/9/2001 22:53,-5
2001091000,2001,Empower Field at Mile High,9/10/2001 19:00,9/10/2001 22:11,-6
2001092300,2001,Paul Brown Stadium,9/23/2001 13:00,9/23/2001 16:30,-4
2001092301,2001,RCA Dome,9/23/2001 12:00,9/23/2001 15:40,-5
2001092302,2001,Georgia Dome,9/23/2001 13:00,9/23/2001 15:46,-4
2001092303,2001,FirstEnergy Stadium,9/23/2001 13:00,9/23/2001 16:09,-4
2001092304,2001,Soldier Field,9/23/2001 12:00,9/23/2001 15:01,-5
2001092305,2001,Arrowhead Stadium,9/23/2001 12:00,9/23/2001 14:48,-5
2001092306,2001,Foxboro Stadium,9/23/2001 16:05,9/23/2001 19:19,-4
2001092307,2001,Hard Rock Stadium,9/23/2001 13:00,9/23/2001 16:03,-4
2001092308,2001,Husky Stadium,9/23/2001 13:15,9/23/2001 16:21,-7
2001092309,2001,Candlestick Park,9/23/2001 13:15,9/23/2001 16:16,-7
2001092310,2001,Texas Stadium,9/23/2001 12:00,9/23/2001 15:15,-5
2001092311,2001,TIAA Bank Field,9/23/2001 13:00,9/23/2001 16:01,-4
2001092312,2001,Sun Devil Stadium,9/23/2001 17:30,9/23/2001 20:35,-7
2001092400,2001,Lambeau Field,9/24/2001 20:00,9/24/2001 23:11,-5
2001093000,2001,Sun Devil Stadium,9/30/2001 13:05,9/30/2001 16:00,-7
2001093001,2001,Empower Field at Mile High,9/30/2001 14:15,9/30/2001 17:09,-6
2001093002,2001,Qualcomm Stadium,9/30/2001 13:15,9/30/2001 16:24,-7
2001093003,2001,TIAA Bank Field,9/30/2001 16:15,9/30/2001 19:20,-4
2001093004,2001,Bank of America Stadium,9/30/2001 13:00,9/30/2001 15:54,-4
2001093005,2001,Foxboro Stadium,9/30/2001 13:00,9/30/2001 16:03,-4
2001093006,2001,FedExField,9/30/2001 13:00,9/30/2001 15:59,-4
2001093007,2001,The Dome at America's Center,9/30/2001 12:00,9/30/2001 14:53,-5
2001093008,2001,Giants Stadium,9/30/2001 13:00,9/30/2001 16:25,-4
2001093009,2001,New Era Field,9/30/2001 13:00,9/30/2001 15:53,-4
2001093010,2001,Oakland Coliseum,9/30/2001 13:15,9/30/2001 16:40,-7
2001093011,2001,U.S. Bank Stadium,9/30/2001 12:00,9/30/2001 15:10,-5
2001093012,2001,Veterans Stadium,9/30/2001 20:30,9/30/2001 23:43,-4
2001100100,2001,Giants Stadium,10/1/2001 21:00,10/1/2001 23:47,-4
2001100700,2001,Veterans Stadium,10/7/2001 13:00,10/7/2001 16:09,-4
2001100701,2001,Georgia Dome,10/7/2001 13:00,10/7/2001 15:59,-4
2001100702,2001,Heinz Field,10/7/2001 13:00,10/7/2001 15:53,-4
2001100703,2001,Raymond James Stadium,10/7/2001 16:15,10/7/2001 19:08,-4
2001100704,2001,Husky Stadium,10/7/2001 13:05,10/7/2001 16:12,-7
2001100705,2001,Empower Field at Mile High,10/7/2001 14:05,10/7/2001 16:59,-6
2001100706,2001,Mercedes-Benz Superdome,10/7/2001 12:00,10/7/2001 15:12,-5
2001100707,2001,Hard Rock Stadium,10/7/2001 13:00,10/7/2001 15:51,-4
2001100708,2001,New Era Field,10/7/2001 16:05,10/7/2001 19:34,-4
2001100709,2001,FirstEnergy Stadium,10/7/2001 13:00,10/7/2001 16:08,-4
2001100710,2001,M&T Bank Stadium,10/7/2001 13:00,10/7/2001 16:20,-4
2001100711,2001,Giants Stadium,10/7/2001 13:00,10/7/2001 16:09,-4
2001100712,2001,Candlestick Park,10/7/2001 17:30,10/7/2001 20:40,-7
2001100713,2001,Oakland Coliseum,10/7/2001 13:15,10/7/2001 16:18,-7
2001100800,2001,Pontiac Silverdome,10/8/2001 21:00,10/8/2001 23:46,-4
2001101400,2001,Soldier Field,10/14/2001 12:00,10/14/2001 14:50,-5
2001101401,2001,Lambeau Field,10/14/2001 12:00,10/14/2001 15:15,-5
2001101402,2001,Paul Brown Stadium,10/14/2001 13:00,10/14/2001 16:21,-4
2001101403,2001,Husky Stadium,10/14/2001 13:15,10/14/2001 16:23,-7
2001101404,2001,U.S. Bank Stadium,10/14/2001 12:00,10/14/2001 15:19,-5
2001101405,2001,Giants Stadium,10/14/2001 16:15,10/14/2001 18:57,-4
2001101406,2001,Bank of America Stadium,10/14/2001 13:00,10/14/2001 16:16,-4
2001101407,2001,The Dome at America's Center,10/14/2001 12:00,10/14/2001 15:13,-5
2001101408,2001,Arrowhead Stadium,10/14/2001 12:00,10/14/2001 14:59,-5
2001101409,2001,Foxboro Stadium,10/14/2001 13:00,10/14/2001 16:27,-4
